date,fylke,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2012-05-24,3,7,2012,21,5,Spring,1,12,875,37,74
2012-05-25,3,7,2012,21,5,Spring,1,12,876,37,79
2012-05-26,3,10,2012,21,5,Spring,1,12,877,37,68
2012-05-27,3,3,2012,21,5,Spring,1,12,878,37,61
2012-05-28,3,7,2012,22,5,Spring,1,12,879,37,67
2012-05-29,3,6,2012,22,5,Spring,1,12,880,37,67
2012-05-30,3,5,2012,22,5,Spring,1,12,881,37,68
2012-05-31,3,6,2012,22,5,Spring,1,12,882,37,63
2012-06-01,3,2,2012,22,6,Summer,2,12,883,99,118
2012-06-02,3,4,2012,22,6,Summer,2,12,884,99,154
2012-06-03,3,5,2012,22,6,Summer,2,12,885,99,176
2012-06-04,3,2,2012,23,6,Summer,2,12,886,99,187
2012-06-05,3,2,2012,23,6,Summer,2,12,887,99,180
2012-06-06,3,8,2012,23,6,Summer,2,12,888,99,179
2012-06-07,3,4,2012,23,6,Summer,2,12,889,99,201
2012-06-08,3,4,2012,23,6,Summer,2,12,890,99,196
2012-06-09,3,5,2012,23,6,Summer,2,12,891,99,196
2012-06-10,3,6,2012,23,6,Summer,2,12,892,99,197
2012-06-11,3,5,2012,24,6,Summer,2,12,893,99,206
2012-06-12,3,8,2012,24,6,Summer,2,12,894,99,206
2012-06-13,3,4,2012,24,6,Summer,2,12,895,99,202
2012-06-14,3,4,2012,24,6,Summer,2,12,896,99,203
2012-06-15,3,4,2012,24,6,Summer,2,12,897,99,188
2012-06-16,3,8,2012,24,6,Summer,2,12,898,99,186
2012-06-17,3,8,2012,24,6,Summer,2,12,899,99,195
2012-06-18,3,6,2012,25,6,Summer,2,12,900,99,182
2012-06-19,3,3,2012,25,6,Summer,2,12,901,99,205
2012-06-20,3,5,2012,25,6,Summer,2,12,902,99,220
2012-06-21,3,7,2012,25,6,Summer,2,12,903,99,226
2012-06-22,3,4,2012,25,6,Summer,2,12,904,99,222
2012-06-23,3,5,2012,25,6,Summer,2,12,905,99,216
2012-06-24,3,8,2012,25,6,Summer,2,12,906,99,209
2012-06-25,3,7,2012,26,6,Summer,2,12,907,99,208
2012-06-26,3,4,2012,26,6,Summer,2,12,908,99,213
2012-06-27,3,4,2012,26,6,Summer,2,12,909,99,177
2012-06-28,3,11,2012,26,6,Summer,2,12,910,99,204
2012-06-29,3,8,2012,26,6,Summer,2,12,911,99,200
2012-06-30,3,11,2012,26,6,Summer,2,12,912,99,212
2012-07-01,3,7,2012,26,7,Summer,2,12,913,99,194
2012-07-02,3,0,2012,27,7,Summer,2,12,914,99,195
2012-07-03,3,4,2012,27,7,Summer,2,12,915,99,211
2012-07-04,3,6,2012,27,7,Summer,2,12,916,99,215
2012-07-05,3,3,2012,27,7,Summer,2,12,917,99,202
2012-07-06,3,5,2012,27,7,Summer,2,12,918,99,203
2012-07-07,3,7,2012,27,7,Summer,2,12,919,99,203
2012-07-08,3,2,2012,27,7,Summer,2,12,920,99,207
2012-07-09,3,2,2012,28,7,Summer,2,12,921,99,200
2012-07-10,3,10,2012,28,7,Summer,2,12,922,99,191
2012-07-11,3,5,2012,28,7,Summer,2,12,923,99,188
2012-07-12,3,6,2012,28,7,Summer,2,12,924,99,196
2012-07-13,3,4,2012,28,7,Summer,2,12,925,99,196
2012-07-14,3,6,2012,28,7,Summer,2,12,926,99,198
2012-07-15,3,4,2012,28,7,Summer,2,12,927,99,188
2012-07-16,3,7,2012,29,7,Summer,2,12,928,99,190
2012-07-17,3,2,2012,29,7,Summer,2,12,929,99,192
2012-07-18,3,5,2012,29,7,Summer,2,12,930,99,198
2012-07-19,3,7,2012,29,7,Summer,2,12,931,99,197
2012-07-20,3,2,2012,29,7,Summer,2,12,932,99,191
2012-07-21,3,10,2012,29,7,Summer,2,12,933,99,191
2012-07-22,3,5,2012,29,7,Summer,2,12,934,99,199
2012-07-23,3,8,2012,30,7,Summer,2,12,935,99,214
2012-07-24,3,4,2012,30,7,Summer,2,12,936,99,203
2012-07-25,3,5,2012,30,7,Summer,2,12,937,99,204
2012-07-26,3,11,2012,30,7,Summer,2,12,938,99,201
2012-07-27,3,4,2012,30,7,Summer,2,12,939,99,216
2012-07-28,3,8,2012,30,7,Summer,2,12,940,99,228
2012-07-29,3,3,2012,30,7,Summer,2,12,941,99,211
2012-07-30,3,3,2012,31,7,Summer,2,12,942,99,195
2012-07-31,3,7,2012,31,7,Summer,2,12,943,99,197
2012-08-01,3,4,2012,31,8,Summer,2,12,944,99,207
2012-08-02,3,1,2012,31,8,Summer,2,12,945,99,195
2012-08-03,3,4,2012,31,8,Summer,2,12,946,99,193
2012-08-04,3,4,2012,31,8,Summer,2,12,947,99,188
2012-08-05,3,3,2012,31,8,Summer,2,12,948,99,187
2012-08-06,3,12,2012,32,8,Summer,2,12,949,99,181
2012-08-07,3,5,2012,32,8,Summer,2,12,950,99,198
2012-08-08,3,10,2012,32,8,Summer,2,12,951,99,197
2012-08-09,3,9,2012,32,8,Summer,2,12,952,99,191
2012-08-10,3,9,2012,32,8,Summer,2,12,953,99,212
2012-08-11,3,3,2012,32,8,Summer,2,12,954,99,194
2012-08-12,3,7,2012,32,8,Summer,2,12,955,99,175
2012-08-13,3,2,2012,33,8,Summer,2,12,956,99,174
2012-08-14,3,4,2012,33,8,Summer,2,12,957,99,187
2012-08-15,3,3,2012,33,8,Summer,2,12,958,99,186
2012-08-16,3,3,2012,33,8,Summer,2,12,959,99,189
2012-08-17,3,6,2012,33,8,Summer,2,12,960,99,183
2012-08-18,3,8,2012,33,8,Summer,2,12,961,99,188
2012-08-19,3,6,2012,33,8,Summer,2,12,962,99,192
2012-08-20,3,6,2012,34,8,Summer,2,12,963,99,192
2012-08-21,3,4,2012,34,8,Summer,2,12,964,99,190
2012-08-22,3,4,2012,34,8,Summer,2,12,965,99,190
2012-08-23,3,6,2012,34,8,Summer,2,12,966,99,189
2012-08-24,3,5,2012,34,8,Summer,2,12,967,99,201
2012-08-25,3,3,2012,34,8,Summer,2,12,968,99,192
2012-08-26,3,9,2012,34,8,Summer,2,12,969,99,182
2012-08-27,3,3,2012,35,8,Summer,2,12,970,99,206
2012-08-28,3,5,2012,35,8,Summer,2,12,971,99,207
2012-08-29,3,5,2012,35,8,Summer,2,12,972,99,229
2012-08-30,3,5,2012,35,8,Summer,2,12,973,99,218
2012-08-31,3,4,2012,35,8,Summer,2,12,974,99,196
2012-09-01,3,7,2012,35,9,Autumn,0,12,975,13,118
2012-09-02,3,3,2012,35,9,Autumn,0,12,976,13,75
2012-09-03,3,4,2012,36,9,Autumn,0,12,977,13,54
2012-09-04,3,5,2012,36,9,Autumn,0,12,978,13,37
2012-09-05,3,7,2012,36,9,Autumn,0,12,979,13,25
2012-09-06,3,6,2012,36,9,Autumn,0,12,980,13,29
2012-09-07,3,3,2012,36,9,Autumn,0,12,981,13,29
2012-09-08,3,8,2012,36,9,Autumn,0,12,982,13,23
2012-09-09,3,6,2012,36,9,Autumn,0,12,983,13,20
2012-09-10,3,5,2012,37,9,Autumn,0,12,984,13,25
2012-09-11,3,6,2012,37,9,Autumn,0,12,985,13,26
2012-09-12,3,3,2012,37,9,Autumn,0,12,986,13,27
2012-09-13,3,3,2012,37,9,Autumn,0,12,987,13,30
2012-09-14,3,3,2012,37,9,Autumn,0,12,988,13,24
2012-09-15,3,4,2012,37,9,Autumn,0,12,989,13,23
2012-09-16,3,7,2012,37,9,Autumn,0,12,990,13,28
2012-09-17,3,2,2012,38,9,Autumn,0,12,991,13,31
2012-09-18,3,2,2012,38,9,Autumn,0,12,992,13,29
2012-09-19,3,5,2012,38,9,Autumn,0,12,993,13,29
2012-09-20,3,2,2012,38,9,Autumn,0,12,994,13,29
2012-09-21,3,7,2012,38,9,Autumn,0,12,995,13,31
2012-09-22,3,5,2012,38,9,Autumn,0,12,996,13,30
2012-09-23,3,3,2012,38,9,Autumn,0,12,997,13,26
2012-09-24,3,6,2012,39,9,Autumn,0,12,998,13,26
2012-09-25,3,1,2012,39,9,Autumn,0,12,999,13,21
2012-09-26,3,5,2012,39,9,Autumn,0,12,1000,13,21
2012-09-27,3,4,2012,39,9,Autumn,0,12,1001,13,18
2012-09-28,3,3,2012,39,9,Autumn,0,12,1002,13,17
2012-09-29,3,7,2012,39,9,Autumn,0,12,1003,13,21
2012-09-30,3,7,2012,39,9,Autumn,0,12,1004,13,27
2012-10-01,3,5,2012,40,10,Autumn,0,12,1005,13,21
2012-10-02,3,5,2012,40,10,Autumn,0,12,1006,13,27
2012-10-03,3,10,2012,40,10,Autumn,0,12,1007,13,24
2012-10-04,3,10,2012,40,10,Autumn,0,12,1008,13,21
2012-10-05,3,6,2012,40,10,Autumn,0,12,1009,13,23
2012-10-06,3,6,2012,40,10,Autumn,0,12,1010,13,23
2012-10-07,3,3,2012,40,10,Autumn,0,12,1011,13,28
2012-10-08,3,6,2012,41,10,Autumn,0,12,1012,13,26
2012-10-09,3,6,2012,41,10,Autumn,0,12,1013,13,33
2012-10-10,3,3,2012,41,10,Autumn,0,12,1014,13,27
2012-10-11,3,4,2012,41,10,Autumn,0,12,1015,13,33
2012-10-12,3,4,2012,41,10,Autumn,0,12,1016,13,29
2012-10-13,3,4,2012,41,10,Autumn,0,12,1017,13,31
2012-10-14,3,3,2012,41,10,Autumn,0,12,1018,13,22
2012-10-15,3,1,2012,42,10,Autumn,0,12,1019,13,30
2012-10-16,3,6,2012,42,10,Autumn,0,12,1020,13,24
2012-10-17,3,2,2012,42,10,Autumn,0,12,1021,13,25
2012-10-18,3,5,2012,42,10,Autumn,0,12,1022,13,27
2012-10-19,3,4,2012,42,10,Autumn,0,12,1023,13,33
2012-10-20,3,2,2012,42,10,Autumn,0,12,1024,13,27
2012-10-21,3,6,2012,42,10,Autumn,0,12,1025,13,30
2012-10-22,3,4,2012,43,10,Autumn,0,12,1026,13,27
2012-10-23,3,3,2012,43,10,Autumn,0,12,1027,13,21
2012-10-24,3,6,2012,43,10,Autumn,0,12,1028,13,24
2012-10-25,3,5,2012,43,10,Autumn,0,12,1029,13,28
2012-10-26,3,5,2012,43,10,Autumn,0,12,1030,13,29
2012-10-27,3,3,2012,43,10,Autumn,0,12,1031,13,26
2012-10-28,3,4,2012,43,10,Autumn,0,12,1032,13,29
2012-10-29,3,1,2012,44,10,Autumn,0,12,1033,13,32
2012-10-30,3,1,2012,44,10,Autumn,0,12,1034,13,27
2012-10-31,3,2,2012,44,10,Autumn,0,12,1035,13,27
2012-11-01,3,10,2012,44,11,Autumn,0,12,1036,13,29
2012-11-02,3,4,2012,44,11,Autumn,0,12,1037,13,31
2012-11-03,3,5,2012,44,11,Autumn,0,12,1038,13,26
2012-11-04,3,2,2012,44,11,Autumn,0,12,1039,13,27
2012-11-05,3,8,2012,45,11,Autumn,0,12,1040,13,24
2012-11-06,3,7,2012,45,11,Autumn,0,12,1041,13,26
2012-11-07,3,6,2012,45,11,Autumn,0,12,1042,13,33
2012-11-08,3,6,2012,45,11,Autumn,0,12,1043,13,35
2012-11-09,3,6,2012,45,11,Autumn,0,12,1044,13,34
2012-11-10,3,7,2012,45,11,Autumn,0,12,1045,13,27
2012-11-11,3,3,2012,45,11,Autumn,0,12,1046,13,24
2012-11-12,3,3,2012,46,11,Autumn,0,12,1047,13,29
2012-11-13,3,8,2012,46,11,Autumn,0,12,1048,13,25
2012-11-14,3,6,2012,46,11,Autumn,0,12,1049,13,21
2012-11-15,3,1,2012,46,11,Autumn,0,12,1050,13,27
2012-11-16,3,4,2012,46,11,Autumn,0,12,1051,13,20
2012-11-17,3,3,2012,46,11,Autumn,0,12,1052,13,14
2012-11-18,3,6,2012,46,11,Autumn,0,12,1053,13,21
2012-11-19,3,4,2012,47,11,Autumn,0,12,1054,13,22
2012-11-20,3,3,2012,47,11,Autumn,0,12,1055,13,18
2012-11-21,3,4,2012,47,11,Autumn,0,12,1056,13,17
2012-11-22,3,6,2012,47,11,Autumn,0,12,1057,13,21
2012-11-23,3,9,2012,47,11,Autumn,0,12,1058,13,25
2012-11-24,3,2,2012,47,11,Autumn,0,12,1059,13,21
2012-11-25,3,10,2012,47,11,Autumn,0,12,1060,13,28
2012-11-26,3,5,2012,48,11,Autumn,0,12,1061,13,27
2012-11-27,3,8,2012,48,11,Autumn,0,12,1062,13,27
2012-11-28,3,3,2012,48,11,Autumn,0,12,1063,13,27
2012-11-29,3,5,2012,48,11,Autumn,0,12,1064,13,31
2012-11-30,3,6,2012,48,11,Autumn,0,12,1065,13,22
2012-12-01,3,6,2012,48,12,Winter,0,12,1066,13,19
2012-12-02,3,10,2012,48,12,Winter,0,12,1067,13,17
2012-12-03,3,6,2012,49,12,Winter,0,12,1068,13,22
2012-12-04,3,6,2012,49,12,Winter,0,12,1069,13,21
2012-12-05,3,3,2012,49,12,Winter,0,12,1070,13,25
2012-12-06,3,3,2012,49,12,Winter,0,12,1071,13,22
2012-12-07,3,1,2012,49,12,Winter,0,12,1072,13,24
2012-12-08,3,3,2012,49,12,Winter,0,12,1073,13,25
2012-12-09,3,4,2012,49,12,Winter,0,12,1074,13,21
2012-12-10,3,5,2012,50,12,Winter,0,12,1075,13,22
2012-12-11,3,3,2012,50,12,Winter,0,12,1076,13,18
2012-12-12,3,6,2012,50,12,Winter,0,12,1077,13,20
2012-12-13,3,6,2012,50,12,Winter,0,12,1078,13,27
2012-12-14,3,5,2012,50,12,Winter,0,12,1079,13,29
2012-12-15,3,5,2012,50,12,Winter,0,12,1080,13,28
2012-12-16,3,2,2012,50,12,Winter,0,12,1081,13,26
2012-12-17,3,6,2012,51,12,Winter,0,12,1082,13,19
2012-12-18,3,2,2012,51,12,Winter,0,12,1083,13,23
2012-12-19,3,5,2012,51,12,Winter,0,12,1084,13,23
2012-12-20,3,8,2012,51,12,Winter,0,12,1085,13,26
2012-12-21,3,10,2012,51,12,Winter,0,12,1086,13,28
2012-12-22,3,5,2012,51,12,Winter,0,12,1087,13,24
2012-12-23,3,4,2012,51,12,Winter,0,12,1088,13,28
2012-12-24,3,6,2012,52,12,Winter,0,12,1089,13,36
2012-12-25,3,2,2012,52,12,Winter,0,12,1090,13,32
2012-12-26,3,6,2012,52,12,Winter,0,12,1091,13,32
2012-12-27,3,9,2012,52,12,Winter,0,12,1092,13,30
2012-12-28,3,8,2012,52,12,Winter,0,12,1093,13,31
2012-12-29,3,4,2012,52,12,Winter,0,12,1094,13,32
2012-12-30,3,7,2012,52,12,Winter,0,12,1095,13,32
2012-12-31,3,6,2013,1,12,Winter,0,13,1096,16,32
2013-01-01,3,6,2013,1,1,Winter,0,13,1097,16,32
2013-01-02,3,6,2013,1,1,Winter,0,13,1098,16,30
2013-01-03,3,5,2013,1,1,Winter,0,13,1099,16,30
2013-01-04,3,7,2013,1,1,Winter,0,13,1100,16,33
2013-01-05,3,5,2013,1,1,Winter,0,13,1101,16,30
2013-01-06,3,6,2013,1,1,Winter,0,13,1102,16,34
2013-01-07,3,5,2013,2,1,Winter,0,13,1103,16,30
2013-01-08,3,5,2013,2,1,Winter,0,13,1104,16,26
2013-01-09,3,6,2013,2,1,Winter,0,13,1105,16,28
2013-01-10,3,5,2013,2,1,Winter,0,13,1106,16,38
2013-01-11,3,7,2013,2,1,Winter,0,13,1107,16,35
2013-01-12,3,4,2013,2,1,Winter,0,13,1108,16,39
2013-01-13,3,5,2013,2,1,Winter,0,13,1109,16,36
2013-01-14,3,2,2013,3,1,Winter,0,13,1110,16,34
2013-01-15,3,8,2013,3,1,Winter,0,13,1111,16,32
2013-01-16,3,4,2013,3,1,Winter,0,13,1112,16,33
2013-01-17,3,6,2013,3,1,Winter,0,13,1113,16,31
2013-01-18,3,3,2013,3,1,Winter,0,13,1114,16,29
2013-01-19,3,8,2013,3,1,Winter,0,13,1115,16,41
2013-01-20,3,4,2013,3,1,Winter,0,13,1116,16,41
2013-01-21,3,8,2013,4,1,Winter,0,13,1117,16,34
2013-01-22,3,5,2013,4,1,Winter,0,13,1118,16,35
2013-01-23,3,4,2013,4,1,Winter,0,13,1119,16,35
2013-01-24,3,7,2013,4,1,Winter,0,13,1120,16,23
2013-01-25,3,6,2013,4,1,Winter,0,13,1121,16,35
2013-01-26,3,10,2013,4,1,Winter,0,13,1122,16,32
2013-01-27,3,4,2013,4,1,Winter,0,13,1123,16,31
2013-01-28,3,3,2013,5,1,Winter,0,13,1124,16,30
2013-01-29,3,2,2013,5,1,Winter,0,13,1125,16,33
2013-01-30,3,3,2013,5,1,Winter,0,13,1126,16,32
2013-01-31,3,6,2013,5,1,Winter,0,13,1127,16,32
2013-02-01,3,6,2013,5,2,Winter,0,13,1128,16,27
2013-02-02,3,4,2013,5,2,Winter,0,13,1129,16,28
2013-02-03,3,8,2013,5,2,Winter,0,13,1130,16,35
2013-02-04,3,5,2013,6,2,Winter,0,13,1131,16,33
2013-02-05,3,7,2013,6,2,Winter,0,13,1132,16,31
2013-02-06,3,4,2013,6,2,Winter,0,13,1133,16,25
2013-02-07,3,6,2013,6,2,Winter,0,13,1134,16,25
2013-02-08,3,8,2013,6,2,Winter,0,13,1135,16,30
2013-02-09,3,7,2013,6,2,Winter,0,13,1136,16,33
2013-02-10,3,9,2013,6,2,Winter,0,13,1137,16,33
2013-02-11,3,9,2013,7,2,Winter,0,13,1138,16,29
2013-02-12,3,1,2013,7,2,Winter,0,13,1139,16,36
2013-02-13,3,5,2013,7,2,Winter,0,13,1140,16,31
2013-02-14,3,7,2013,7,2,Winter,0,13,1141,16,32
2013-02-15,3,5,2013,7,2,Winter,0,13,1142,16,30
2013-02-16,3,3,2013,7,2,Winter,0,13,1143,16,26
2013-02-17,3,3,2013,7,2,Winter,0,13,1144,16,20
2013-02-18,3,4,2013,8,2,Winter,0,13,1145,16,26
2013-02-19,3,5,2013,8,2,Winter,0,13,1146,16,39
2013-02-20,3,4,2013,8,2,Winter,0,13,1147,16,32
2013-02-21,3,4,2013,8,2,Winter,0,13,1148,16,36
2013-02-22,3,3,2013,8,2,Winter,0,13,1149,16,30
2013-02-23,3,5,2013,8,2,Winter,0,13,1150,16,32
2013-02-24,3,3,2013,8,2,Winter,0,13,1151,16,36
2013-02-25,3,10,2013,9,2,Winter,0,13,1152,16,35
2013-02-26,3,4,2013,9,2,Winter,0,13,1153,16,31
2013-02-27,3,5,2013,9,2,Winter,0,13,1154,16,32
2013-02-28,3,4,2013,9,2,Winter,0,13,1155,16,30
2013-03-01,3,8,2013,9,3,Spring,1,13,1156,45,65
2013-03-02,3,2,2013,9,3,Spring,1,13,1157,45,70
2013-03-03,3,6,2013,9,3,Spring,1,13,1158,45,80
2013-03-04,3,4,2013,10,3,Spring,1,13,1159,45,88
2013-03-05,3,4,2013,10,3,Spring,1,13,1160,45,83
2013-03-06,3,2,2013,10,3,Spring,1,13,1161,45,97
2013-03-07,3,6,2013,10,3,Spring,1,13,1162,45,100
2013-03-08,3,3,2013,10,3,Spring,1,13,1163,45,98
2013-03-09,3,4,2013,10,3,Spring,1,13,1164,45,96
2013-03-10,3,11,2013,10,3,Spring,1,13,1165,45,95
2013-03-11,3,4,2013,11,3,Spring,1,13,1166,45,86
2013-03-12,3,8,2013,11,3,Spring,1,13,1167,45,88
2013-03-13,3,5,2013,11,3,Spring,1,13,1168,45,93
2013-03-14,3,5,2013,11,3,Spring,1,13,1169,45,89
2013-03-15,3,6,2013,11,3,Spring,1,13,1170,45,95
2013-03-16,3,3,2013,11,3,Spring,1,13,1171,45,86
2013-03-17,3,6,2013,11,3,Spring,1,13,1172,45,80
2013-03-18,3,2,2013,12,3,Spring,1,13,1173,45,90
2013-03-19,3,5,2013,12,3,Spring,1,13,1174,45,77
2013-03-20,3,3,2013,12,3,Spring,1,13,1175,45,78
2013-03-21,3,5,2013,12,3,Spring,1,13,1176,45,87
2013-03-22,3,3,2013,12,3,Spring,1,13,1177,45,85
2013-03-23,3,2,2013,12,3,Spring,1,13,1178,45,82
2013-03-24,3,5,2013,12,3,Spring,1,13,1179,45,85
2013-03-25,3,7,2013,13,3,Spring,1,13,1180,45,88
2013-03-26,3,2,2013,13,3,Spring,1,13,1181,45,91
2013-03-27,3,3,2013,13,3,Spring,1,13,1182,45,91
2013-03-28,3,5,2013,13,3,Spring,1,13,1183,45,93
2013-03-29,3,8,2013,13,3,Spring,1,13,1184,45,89
2013-03-30,3,0,2013,13,3,Spring,1,13,1185,45,81
2013-03-31,3,8,2013,13,3,Spring,1,13,1186,45,79
2013-04-01,3,3,2013,14,4,Spring,1,13,1187,45,86
2013-04-02,3,4,2013,14,4,Spring,1,13,1188,45,95
2013-04-03,3,6,2013,14,4,Spring,1,13,1189,45,88
2013-04-04,3,5,2013,14,4,Spring,1,13,1190,45,79
2013-04-05,3,7,2013,14,4,Spring,1,13,1191,45,84
2013-04-06,3,7,2013,14,4,Spring,1,13,1192,45,88
2013-04-07,3,2,2013,14,4,Spring,1,13,1193,45,94
2013-04-08,3,8,2013,15,4,Spring,1,13,1194,45,87
2013-04-09,3,5,2013,15,4,Spring,1,13,1195,45,77
2013-04-10,3,7,2013,15,4,Spring,1,13,1196,45,88
2013-04-11,3,4,2013,15,4,Spring,1,13,1197,45,75
2013-04-12,3,5,2013,15,4,Spring,1,13,1198,45,80
2013-04-13,3,4,2013,15,4,Spring,1,13,1199,45,97
2013-04-14,3,4,2013,15,4,Spring,1,13,1200,45,100
2013-04-15,3,12,2013,16,4,Spring,1,13,1201,45,103
2013-04-16,3,6,2013,16,4,Spring,1,13,1202,45,94
2013-04-17,3,5,2013,16,4,Spring,1,13,1203,45,111
2013-04-18,3,4,2013,16,4,Spring,1,13,1204,45,91
2013-04-19,3,6,2013,16,4,Spring,1,13,1205,45,86
2013-04-20,3,3,2013,16,4,Spring,1,13,1206,45,98
2013-04-21,3,3,2013,16,4,Spring,1,13,1207,45,96
2013-04-22,3,5,2013,17,4,Spring,1,13,1208,45,93
2013-04-23,3,5,2013,17,4,Spring,1,13,1209,45,92
2013-04-24,3,9,2013,17,4,Spring,1,13,1210,45,83
2013-04-25,3,3,2013,17,4,Spring,1,13,1211,45,80
2013-04-26,3,5,2013,17,4,Spring,1,13,1212,45,79
2013-04-27,3,5,2013,17,4,Spring,1,13,1213,45,77
2013-04-28,3,4,2013,17,4,Spring,1,13,1214,45,92
2013-04-29,3,5,2013,18,4,Spring,1,13,1215,45,95
2013-04-30,3,6,2013,18,4,Spring,1,13,1216,45,87
2013-05-01,3,4,2013,18,5,Spring,1,13,1217,45,87
2013-05-02,3,6,2013,18,5,Spring,1,13,1218,45,83
2013-05-03,3,4,2013,18,5,Spring,1,13,1219,45,69
2013-05-04,3,1,2013,18,5,Spring,1,13,1220,45,86
2013-05-05,3,4,2013,18,5,Spring,1,13,1221,45,82
2013-05-06,3,3,2013,19,5,Spring,1,13,1222,45,93
2013-05-07,3,6,2013,19,5,Spring,1,13,1223,45,87
2013-05-08,3,5,2013,19,5,Spring,1,13,1224,45,81
2013-05-09,3,6,2013,19,5,Spring,1,13,1225,45,74
2013-05-10,3,10,2013,19,5,Spring,1,13,1226,45,77
2013-05-11,3,3,2013,19,5,Spring,1,13,1227,45,88
2013-05-12,3,9,2013,19,5,Spring,1,13,1228,45,108
2013-05-13,3,3,2013,20,5,Spring,1,13,1229,45,107
2013-05-14,3,2,2013,20,5,Spring,1,13,1230,45,99
2013-05-15,3,4,2013,20,5,Spring,1,13,1231,45,95
2013-05-16,3,6,2013,20,5,Spring,1,13,1232,45,89
2013-05-17,3,8,2013,20,5,Spring,1,13,1233,45,103
2013-05-18,3,4,2013,20,5,Spring,1,13,1234,45,83
2013-05-19,3,5,2013,20,5,Spring,1,13,1235,45,82
2013-05-20,3,5,2013,21,5,Spring,1,13,1236,45,86
2013-05-21,3,5,2013,21,5,Spring,1,13,1237,45,99
2013-05-22,3,4,2013,21,5,Spring,1,13,1238,45,100
2013-05-23,3,7,2013,21,5,Spring,1,13,1239,45,101
2013-05-24,3,2,2013,21,5,Spring,1,13,1240,45,96
2013-05-25,3,5,2013,21,5,Spring,1,13,1241,45,85
2013-05-26,3,12,2013,21,5,Spring,1,13,1242,45,88
2013-05-27,3,3,2013,22,5,Spring,1,13,1243,45,78
2013-05-28,3,5,2013,22,5,Spring,1,13,1244,45,78
2013-05-29,3,4,2013,22,5,Spring,1,13,1245,45,74
2013-05-30,3,8,2013,22,5,Spring,1,13,1246,45,67
2013-05-31,3,3,2013,22,5,Spring,1,13,1247,45,84
2013-06-01,3,8,2013,22,6,Summer,2,13,1248,122,165
2013-06-02,3,3,2013,22,6,Summer,2,13,1249,122,193
2013-06-03,3,4,2013,23,6,Summer,2,13,1250,122,226
2013-06-04,3,5,2013,23,6,Summer,2,13,1251,122,231
2013-06-05,3,6,2013,23,6,Summer,2,13,1252,122,245
2013-06-06,3,4,2013,23,6,Summer,2,13,1253,122,255
2013-06-07,3,1,2013,23,6,Summer,2,13,1254,122,245
2013-06-08,3,5,2013,23,6,Summer,2,13,1255,122,254
2013-06-09,3,4,2013,23,6,Summer,2,13,1256,122,236
2013-06-10,3,4,2013,24,6,Summer,2,13,1257,122,237
2013-06-11,3,4,2013,24,6,Summer,2,13,1258,122,240
2013-06-12,3,5,2013,24,6,Summer,2,13,1259,122,227
2013-06-13,3,7,2013,24,6,Summer,2,13,1260,122,241
2013-06-14,3,7,2013,24,6,Summer,2,13,1261,122,234
2013-06-15,3,3,2013,24,6,Summer,2,13,1262,122,229
2013-06-16,3,6,2013,24,6,Summer,2,13,1263,122,231
2013-06-17,3,8,2013,25,6,Summer,2,13,1264,122,225
2013-06-18,3,4,2013,25,6,Summer,2,13,1265,122,238
2013-06-19,3,4,2013,25,6,Summer,2,13,1266,122,233
2013-06-20,3,4,2013,25,6,Summer,2,13,1267,122,234
2013-06-21,3,5,2013,25,6,Summer,2,13,1268,122,253
2013-06-22,3,2,2013,25,6,Summer,2,13,1269,122,241
2013-06-23,3,4,2013,25,6,Summer,2,13,1270,122,232
2013-06-24,3,5,2013,26,6,Summer,2,13,1271,122,229
2013-06-25,3,7,2013,26,6,Summer,2,13,1272,122,256
2013-06-26,3,7,2013,26,6,Summer,2,13,1273,122,233
2013-06-27,3,4,2013,26,6,Summer,2,13,1274,122,240
2013-06-28,3,1,2013,26,6,Summer,2,13,1275,122,240
2013-06-29,3,3,2013,26,6,Summer,2,13,1276,122,226
2013-06-30,3,3,2013,26,6,Summer,2,13,1277,122,234
2013-07-01,3,4,2013,27,7,Summer,2,13,1278,122,250
2013-07-02,3,8,2013,27,7,Summer,2,13,1279,122,246
2013-07-03,3,10,2013,27,7,Summer,2,13,1280,122,241
2013-07-04,3,3,2013,27,7,Summer,2,13,1281,122,259
2013-07-05,3,3,2013,27,7,Summer,2,13,1282,122,248
2013-07-06,3,5,2013,27,7,Summer,2,13,1283,122,277
2013-07-07,3,7,2013,27,7,Summer,2,13,1284,122,266
2013-07-08,3,6,2013,28,7,Summer,2,13,1285,122,252
2013-07-09,3,1,2013,28,7,Summer,2,13,1286,122,248
2013-07-10,3,5,2013,28,7,Summer,2,13,1287,122,247
2013-07-11,3,5,2013,28,7,Summer,2,13,1288,122,243
2013-07-12,3,5,2013,28,7,Summer,2,13,1289,122,251
2013-07-13,3,4,2013,28,7,Summer,2,13,1290,122,251
2013-07-14,3,5,2013,28,7,Summer,2,13,1291,122,232
2013-07-15,3,3,2013,29,7,Summer,2,13,1292,122,251
2013-07-16,3,3,2013,29,7,Summer,2,13,1293,122,234
2013-07-17,3,2,2013,29,7,Summer,2,13,1294,122,245
2013-07-18,3,2,2013,29,7,Summer,2,13,1295,122,235
2013-07-19,3,3,2013,29,7,Summer,2,13,1296,122,237
2013-07-20,3,3,2013,29,7,Summer,2,13,1297,122,242
