date,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2013-10-02,8,2013,40,10,Autumn,0,13,1371,74,76
2013-10-03,2,2013,40,10,Autumn,0,13,1372,22,21
2013-10-04,7,2013,40,10,Autumn,0,13,1373,60,49
2013-10-05,8,2013,40,10,Autumn,0,13,1374,74,60
2013-10-06,0,2013,40,10,Autumn,0,13,1375,15,20
2013-10-07,6,2013,41,10,Autumn,0,13,1376,49,58
2013-10-08,2,2013,41,10,Autumn,0,13,1377,22,20
2013-10-09,5,2013,41,10,Autumn,0,13,1378,40,41
2013-10-10,5,2013,41,10,Autumn,0,13,1379,40,44
2013-10-11,2,2013,41,10,Autumn,0,13,1380,22,27
2013-10-12,5,2013,41,10,Autumn,0,13,1381,40,44
2013-10-13,6,2013,41,10,Autumn,0,13,1382,49,48
2013-10-14,3,2013,42,10,Autumn,0,13,1383,27,25
2013-10-15,5,2013,42,10,Autumn,0,13,1384,40,42
2013-10-16,3,2013,42,10,Autumn,0,13,1385,27,25
2013-10-17,6,2013,42,10,Autumn,0,13,1386,49,42
2013-10-18,3,2013,42,10,Autumn,0,13,1387,27,28
2013-10-19,5,2013,42,10,Autumn,0,13,1388,40,35
2013-10-20,5,2013,42,10,Autumn,0,13,1389,40,37
2013-10-21,4,2013,43,10,Autumn,0,13,1390,33,30
2013-10-22,6,2013,43,10,Autumn,0,13,1391,49,59
2013-10-23,6,2013,43,10,Autumn,0,13,1392,49,52
2013-10-24,3,2013,43,10,Autumn,0,13,1393,27,23
2013-10-25,4,2013,43,10,Autumn,0,13,1394,33,26
2013-10-26,4,2013,43,10,Autumn,0,13,1395,33,40
2013-10-27,10,2013,43,10,Autumn,0,13,1396,110,112
2013-10-28,3,2013,44,10,Autumn,0,13,1397,27,27
2013-10-29,2,2013,44,10,Autumn,0,13,1398,22,26
2013-10-30,6,2013,44,10,Autumn,0,13,1399,49,48
2013-10-31,9,2013,44,10,Autumn,0,13,1400,90,83
2013-11-01,6,2013,44,11,Autumn,0,13,1401,49,58
2013-11-02,0,2013,44,11,Autumn,0,13,1402,15,20
2013-11-03,4,2013,44,11,Autumn,0,13,1403,33,30
2013-11-04,3,2013,45,11,Autumn,0,13,1404,27,25
2013-11-05,7,2013,45,11,Autumn,0,13,1405,60,61
2013-11-06,4,2013,45,11,Autumn,0,13,1406,33,29
2013-11-07,3,2013,45,11,Autumn,0,13,1407,27,31
2013-11-08,4,2013,45,11,Autumn,0,13,1408,33,26
2013-11-09,6,2013,45,11,Autumn,0,13,1409,49,46
2013-11-10,8,2013,45,11,Autumn,0,13,1410,74,76
2013-11-11,4,2013,46,11,Autumn,0,13,1411,33,30
2013-11-12,5,2013,46,11,Autumn,0,13,1412,40,44
2013-11-13,4,2013,46,11,Autumn,0,13,1413,33,43
2013-11-14,5,2013,46,11,Autumn,0,13,1414,40,42
2013-11-15,5,2013,46,11,Autumn,0,13,1415,40,39
2013-11-16,4,2013,46,11,Autumn,0,13,1416,33,33
2013-11-17,2,2013,46,11,Autumn,0,13,1417,22,22
2013-11-18,8,2013,47,11,Autumn,0,13,1418,74,66
2013-11-19,4,2013,47,11,Autumn,0,13,1419,33,28
2013-11-20,4,2013,47,11,Autumn,0,13,1420,33,34
2013-11-21,3,2013,47,11,Autumn,0,13,1421,27,30
2013-11-22,6,2013,47,11,Autumn,0,13,1422,49,49
2013-11-23,4,2013,47,11,Autumn,0,13,1423,33,33
2013-11-24,5,2013,47,11,Autumn,0,13,1424,40,41
2013-11-25,5,2013,48,11,Autumn,0,13,1425,40,41
2013-11-26,1,2013,48,11,Autumn,0,13,1426,18,14
2013-11-27,6,2013,48,11,Autumn,0,13,1427,49,55
2013-11-28,7,2013,48,11,Autumn,0,13,1428,60,65
2013-11-29,8,2013,48,11,Autumn,0,13,1429,74,80
2013-11-30,3,2013,48,11,Autumn,0,13,1430,27,23
2013-12-01,5,2013,48,12,Winter,0,13,1431,40,33
2013-12-02,1,2013,49,12,Winter,0,13,1432,18,23
2013-12-03,7,2013,49,12,Winter,0,13,1433,60,62
2013-12-04,5,2013,49,12,Winter,0,13,1434,40,34
2013-12-05,3,2013,49,12,Winter,0,13,1435,27,31
2013-12-06,4,2013,49,12,Winter,0,13,1436,33,32
2013-12-07,2,2013,49,12,Winter,0,13,1437,22,12
2013-12-08,6,2013,49,12,Winter,0,13,1438,49,45
2013-12-09,4,2013,50,12,Winter,0,13,1439,33,23
2013-12-10,7,2013,50,12,Winter,0,13,1440,60,60
2013-12-11,8,2013,50,12,Winter,0,13,1441,74,71
2013-12-12,5,2013,50,12,Winter,0,13,1442,40,34
2013-12-13,8,2013,50,12,Winter,0,13,1443,74,61
2013-12-14,2,2013,50,12,Winter,0,13,1444,22,19
2013-12-15,6,2013,50,12,Winter,0,13,1445,49,46
2013-12-16,2,2013,51,12,Winter,0,13,1446,22,21
2013-12-17,5,2013,51,12,Winter,0,13,1447,40,31
2013-12-18,6,2013,51,12,Winter,0,13,1448,49,62
2013-12-19,4,2013,51,12,Winter,0,13,1449,33,35
2013-12-20,11,2013,51,12,Winter,0,13,1450,134,126
2013-12-21,1,2013,51,12,Winter,0,13,1451,18,17
2013-12-22,6,2013,51,12,Winter,0,13,1452,49,49
2013-12-23,6,2013,52,12,Winter,0,13,1453,49,55
2013-12-24,5,2013,52,12,Winter,0,13,1454,40,38
2013-12-25,9,2013,52,12,Winter,0,13,1455,90,80
2013-12-26,2,2013,52,12,Winter,0,13,1456,22,18
2013-12-27,5,2013,52,12,Winter,0,13,1457,40,33
2013-12-28,3,2013,52,12,Winter,0,13,1458,27,29
2013-12-29,11,2013,52,12,Winter,0,13,1459,134,133
2013-12-30,4,2014,1,12,Winter,0,14,1460,40,42
2013-12-31,4,2014,1,12,Winter,0,14,1461,40,43
2014-01-01,5,2014,1,1,Winter,0,14,1462,49,45
2014-01-02,5,2014,1,1,Winter,0,14,1463,49,54
2014-01-03,4,2014,1,1,Winter,0,14,1464,40,34
2014-01-04,7,2014,1,1,Winter,0,14,1465,74,81
2014-01-05,5,2014,1,1,Winter,0,14,1466,49,54
2014-01-06,4,2014,2,1,Winter,0,14,1467,40,45
2014-01-07,2,2014,2,1,Winter,0,14,1468,27,32
2014-01-08,5,2014,2,1,Winter,0,14,1469,49,45
2014-01-09,8,2014,2,1,Winter,0,14,1470,90,89
2014-01-10,3,2014,2,1,Winter,0,14,1471,33,37
2014-01-11,6,2014,2,1,Winter,0,14,1472,60,68
2014-01-12,2,2014,2,1,Winter,0,14,1473,27,28
2014-01-13,9,2014,3,1,Winter,0,14,1474,110,109
2014-01-14,3,2014,3,1,Winter,0,14,1475,33,31
2014-01-15,4,2014,3,1,Winter,0,14,1476,40,36
2014-01-16,9,2014,3,1,Winter,0,14,1477,110,98
2014-01-17,5,2014,3,1,Winter,0,14,1478,49,52
2014-01-18,7,2014,3,1,Winter,0,14,1479,74,71
2014-01-19,3,2014,3,1,Winter,0,14,1480,33,35
2014-01-20,7,2014,4,1,Winter,0,14,1481,74,75
2014-01-21,3,2014,4,1,Winter,0,14,1482,33,36
2014-01-22,6,2014,4,1,Winter,0,14,1483,60,49
2014-01-23,7,2014,4,1,Winter,0,14,1484,74,65
2014-01-24,3,2014,4,1,Winter,0,14,1485,33,28
2014-01-25,7,2014,4,1,Winter,0,14,1486,74,88
2014-01-26,6,2014,4,1,Winter,0,14,1487,60,62
2014-01-27,5,2014,5,1,Winter,0,14,1488,49,51
2014-01-28,10,2014,5,1,Winter,0,14,1489,134,134
2014-01-29,3,2014,5,1,Winter,0,14,1490,33,36
2014-01-30,3,2014,5,1,Winter,0,14,1491,33,29
2014-01-31,4,2014,5,1,Winter,0,14,1492,40,47
2014-02-01,11,2014,5,2,Winter,0,14,1493,164,171
2014-02-02,5,2014,5,2,Winter,0,14,1494,49,45
2014-02-03,4,2014,6,2,Winter,0,14,1495,40,31
2014-02-04,5,2014,6,2,Winter,0,14,1496,49,47
2014-02-05,7,2014,6,2,Winter,0,14,1497,74,82
2014-02-06,3,2014,6,2,Winter,0,14,1498,33,32
2014-02-07,6,2014,6,2,Winter,0,14,1499,60,78
2014-02-08,6,2014,6,2,Winter,0,14,1500,60,63
2014-02-09,4,2014,6,2,Winter,0,14,1501,40,48
2014-02-10,1,2014,7,2,Winter,0,14,1502,22,25
2014-02-11,6,2014,7,2,Winter,0,14,1503,60,59
2014-02-12,7,2014,7,2,Winter,0,14,1504,74,81
2014-02-13,7,2014,7,2,Winter,0,14,1505,74,83
2014-02-14,5,2014,7,2,Winter,0,14,1506,49,50
2014-02-15,7,2014,7,2,Winter,0,14,1507,74,76
2014-02-16,5,2014,7,2,Winter,0,14,1508,49,61
2014-02-17,3,2014,8,2,Winter,0,14,1509,33,28
2014-02-18,7,2014,8,2,Winter,0,14,1510,74,80
2014-02-19,4,2014,8,2,Winter,0,14,1511,40,34
2014-02-20,6,2014,8,2,Winter,0,14,1512,60,56
2014-02-21,7,2014,8,2,Winter,0,14,1513,74,68
2014-02-22,6,2014,8,2,Winter,0,14,1514,60,67
2014-02-23,5,2014,8,2,Winter,0,14,1515,49,46
2014-02-24,5,2014,9,2,Winter,0,14,1516,49,43
2014-02-25,4,2014,9,2,Winter,0,14,1517,40,43
2014-02-26,7,2014,9,2,Winter,0,14,1518,74,79
2014-02-27,6,2014,9,2,Winter,0,14,1519,60,62
2014-02-28,2,2014,9,2,Winter,0,14,1520,27,26
2014-03-01,3,2014,9,3,Spring,1,14,1521,90,90
2014-03-02,5,2014,9,3,Spring,1,14,1522,134,111
2014-03-03,4,2014,10,3,Spring,1,14,1523,110,131
2014-03-04,4,2014,10,3,Spring,1,14,1524,110,129
2014-03-05,4,2014,10,3,Spring,1,14,1525,110,106
2014-03-06,12,2014,10,3,Spring,1,14,1526,545,585
2014-03-07,5,2014,10,3,Spring,1,14,1527,134,129
2014-03-08,4,2014,10,3,Spring,1,14,1528,110,122
2014-03-09,2,2014,10,3,Spring,1,14,1529,74,60
2014-03-10,8,2014,11,3,Spring,1,14,1530,245,249
2014-03-11,2,2014,11,3,Spring,1,14,1531,74,70
2014-03-12,5,2014,11,3,Spring,1,14,1532,134,143
2014-03-13,6,2014,11,3,Spring,1,14,1533,164,162
2014-03-14,7,2014,11,3,Spring,1,14,1534,200,201
2014-03-15,5,2014,11,3,Spring,1,14,1535,134,141
2014-03-16,7,2014,11,3,Spring,1,14,1536,200,191
2014-03-17,8,2014,12,3,Spring,1,14,1537,245,244
2014-03-18,5,2014,12,3,Spring,1,14,1538,134,132
2014-03-19,3,2014,12,3,Spring,1,14,1539,90,85
2014-03-20,6,2014,12,3,Spring,1,14,1540,164,167
2014-03-21,5,2014,12,3,Spring,1,14,1541,134,173
2014-03-22,8,2014,12,3,Spring,1,14,1542,245,243
2014-03-23,10,2014,12,3,Spring,1,14,1543,365,343
2014-03-24,9,2014,13,3,Spring,1,14,1544,299,294
2014-03-25,5,2014,13,3,Spring,1,14,1545,134,131
2014-03-26,5,2014,13,3,Spring,1,14,1546,134,122
2014-03-27,1,2014,13,3,Spring,1,14,1547,60,51
2014-03-28,7,2014,13,3,Spring,1,14,1548,200,194
2014-03-29,2,2014,13,3,Spring,1,14,1549,74,66
2014-03-30,4,2014,13,3,Spring,1,14,1550,110,122
2014-03-31,4,2014,14,3,Spring,1,14,1551,110,93
2014-04-01,4,2014,14,4,Spring,1,14,1552,110,118
2014-04-02,5,2014,14,4,Spring,1,14,1553,134,135
2014-04-03,5,2014,14,4,Spring,1,14,1554,134,140
2014-04-04,5,2014,14,4,Spring,1,14,1555,134,132
2014-04-05,6,2014,14,4,Spring,1,14,1556,164,153
2014-04-06,4,2014,14,4,Spring,1,14,1557,110,113
2014-04-07,7,2014,15,4,Spring,1,14,1558,200,187
2014-04-08,8,2014,15,4,Spring,1,14,1559,245,225
2014-04-09,5,2014,15,4,Spring,1,14,1560,134,142
2014-04-10,6,2014,15,4,Spring,1,14,1561,164,177
2014-04-11,3,2014,15,4,Spring,1,14,1562,90,83
2014-04-12,5,2014,15,4,Spring,1,14,1563,134,125
2014-04-13,3,2014,15,4,Spring,1,14,1564,90,100
2014-04-14,5,2014,16,4,Spring,1,14,1565,134,141
2014-04-15,6,2014,16,4,Spring,1,14,1566,164,178
2014-04-16,4,2014,16,4,Spring,1,14,1567,110,110
2014-04-17,6,2014,16,4,Spring,1,14,1568,164,183
2014-04-18,3,2014,16,4,Spring,1,14,1569,90,101
2014-04-19,4,2014,16,4,Spring,1,14,1570,110,113
2014-04-20,7,2014,16,4,Spring,1,14,1571,200,195
2014-04-21,4,2014,17,4,Spring,1,14,1572,110,114
2014-04-22,3,2014,17,4,Spring,1,14,1573,90,93
2014-04-23,6,2014,17,4,Spring,1,14,1574,164,134
2014-04-24,3,2014,17,4,Spring,1,14,1575,90,91
2014-04-25,7,2014,17,4,Spring,1,14,1576,200,191
2014-04-26,11,2014,17,4,Spring,1,14,1577,446,425
2014-04-27,2,2014,17,4,Spring,1,14,1578,74,74
2014-04-28,3,2014,18,4,Spring,1,14,1579,90,88
2014-04-29,2,2014,18,4,Spring,1,14,1580,74,88
2014-04-30,6,2014,18,4,Spring,1,14,1581,164,173
2014-05-01,7,2014,18,5,Spring,1,14,1582,200,208
2014-05-02,2,2014,18,5,Spring,1,14,1583,74,68
2014-05-03,4,2014,18,5,Spring,1,14,1584,110,114
2014-05-04,8,2014,18,5,Spring,1,14,1585,245,245
2014-05-05,7,2014,19,5,Spring,1,14,1586,200,205
2014-05-06,3,2014,19,5,Spring,1,14,1587,90,96
2014-05-07,8,2014,19,5,Spring,1,14,1588,245,260
2014-05-08,4,2014,19,5,Spring,1,14,1589,110,105
2014-05-09,4,2014,19,5,Spring,1,14,1590,110,109
2014-05-10,5,2014,19,5,Spring,1,14,1591,134,127
2014-05-11,6,2014,19,5,Spring,1,14,1592,164,177
2014-05-12,3,2014,20,5,Spring,1,14,1593,90,86
2014-05-13,6,2014,20,5,Spring,1,14,1594,164,152
2014-05-14,2,2014,20,5,Spring,1,14,1595,74,81
2014-05-15,10,2014,20,5,Spring,1,14,1596,365,345
2014-05-16,4,2014,20,5,Spring,1,14,1597,110,105
2014-05-17,2,2014,20,5,Spring,1,14,1598,74,61
2014-05-18,3,2014,20,5,Spring,1,14,1599,90,111
2014-05-19,2,2014,21,5,Spring,1,14,1600,74,78
2014-05-20,4,2014,21,5,Spring,1,14,1601,110,121
2014-05-21,3,2014,21,5,Spring,1,14,1602,90,105
2014-05-22,7,2014,21,5,Spring,1,14,1603,200,211
2014-05-23,8,2014,21,5,Spring,1,14,1604,245,214
2014-05-24,2,2014,21,5,Spring,1,14,1605,74,71
2014-05-25,4,2014,21,5,Spring,1,14,1606,110,105
2014-05-26,5,2014,22,5,Spring,1,14,1607,134,123
2014-05-27,6,2014,22,5,Spring,1,14,1608,164,157
2014-05-28,2,2014,22,5,Spring,1,14,1609,74,60
2014-05-29,2,2014,22,5,Spring,1,14,1610,74,78
2014-05-30,5,2014,22,5,Spring,1,14,1611,134,126
2014-05-31,3,2014,22,5,Spring,1,14,1612,90,88
2014-06-01,6,2014,22,6,Summer,2,14,1613,446,463
2014-06-02,5,2014,23,6,Summer,2,14,1614,365,373
2014-06-03,4,2014,23,6,Summer,2,14,1615,299,310
2014-06-04,1,2014,23,6,Summer,2,14,1616,164,163
2014-06-05,5,2014,23,6,Summer,2,14,1617,365,368
2014-06-06,5,2014,23,6,Summer,2,14,1618,365,353
2014-06-07,4,2014,23,6,Summer,2,14,1619,299,323
2014-06-08,5,2014,23,6,Summer,2,14,1620,365,348
2014-06-09,7,2014,24,6,Summer,2,14,1621,545,552
2014-06-10,5,2014,24,6,Summer,2,14,1622,365,398
2014-06-11,5,2014,24,6,Summer,2,14,1623,365,334
2014-06-12,6,2014,24,6,Summer,2,14,1624,446,461
2014-06-13,4,2014,24,6,Summer,2,14,1625,299,263
2014-06-14,5,2014,24,6,Summer,2,14,1626,365,369
2014-06-15,6,2014,24,6,Summer,2,14,1627,446,431
2014-06-16,4,2014,25,6,Summer,2,14,1628,299,298
2014-06-17,5,2014,25,6,Summer,2,14,1629,365,329
2014-06-18,6,2014,25,6,Summer,2,14,1630,446,473
2014-06-19,9,2014,25,6,Summer,2,14,1631,812,822
2014-06-20,5,2014,25,6,Summer,2,14,1632,365,390
2014-06-21,3,2014,25,6,Summer,2,14,1633,245,241
2014-06-22,9,2014,25,6,Summer,2,14,1634,812,812
2014-06-23,2,2014,26,6,Summer,2,14,1635,200,205
2014-06-24,7,2014,26,6,Summer,2,14,1636,545,568
2014-06-25,4,2014,26,6,Summer,2,14,1637,299,318
2014-06-26,4,2014,26,6,Summer,2,14,1638,299,290
2014-06-27,1,2014,26,6,Summer,2,14,1639,164,156
2014-06-28,3,2014,26,6,Summer,2,14,1640,245,259
2014-06-29,4,2014,26,6,Summer,2,14,1641,299,328
2014-06-30,5,2014,27,6,Summer,2,14,1642,365,375
2014-07-01,4,2014,27,7,Summer,2,14,1643,299,280
2014-07-02,7,2014,27,7,Summer,2,14,1644,545,527
2014-07-03,7,2014,27,7,Summer,2,14,1645,545,549
2014-07-04,3,2014,27,7,Summer,2,14,1646,245,262
2014-07-05,10,2014,27,7,Summer,2,14,1647,992,974
2014-07-06,3,2014,27,7,Summer,2,14,1648,245,235
2014-07-07,3,2014,28,7,Summer,2,14,1649,245,256
2014-07-08,11,2014,28,7,Summer,2,14,1650,1212,1195
2014-07-09,4,2014,28,7,Summer,2,14,1651,299,308
2014-07-10,6,2014,28,7,Summer,2,14,1652,446,437
2014-07-11,4,2014,28,7,Summer,2,14,1653,299,285
2014-07-12,9,2014,28,7,Summer,2,14,1654,812,789
2014-07-13,7,2014,28,7,Summer,2,14,1655,545,511
2014-07-14,3,2014,29,7,Summer,2,14,1656,245,280
2014-07-15,6,2014,29,7,Summer,2,14,1657,446,423
2014-07-16,6,2014,29,7,Summer,2,14,1658,446,412
2014-07-17,4,2014,29,7,Summer,2,14,1659,299,271
2014-07-18,8,2014,29,7,Summer,2,14,1660,665,643
2014-07-19,7,2014,29,7,Summer,2,14,1661,545,543
2014-07-20,6,2014,29,7,Summer,2,14,1662,446,485
2014-07-21,2,2014,30,7,Summer,2,14,1663,200,201
2014-07-22,8,2014,30,7,Summer,2,14,1664,665,714
2014-07-23,7,2014,30,7,Summer,2,14,1665,545,525
2014-07-24,13,2014,30,7,Summer,2,14,1666,1808,1786
2014-07-25,4,2014,30,7,Summer,2,14,1667,299,286
2014-07-26,7,2014,30,7,Summer,2,14,1668,545,559
2014-07-27,6,2014,30,7,Summer,2,14,1669,446,452
2014-07-28,2,2014,31,7,Summer,2,14,1670,200,213
2014-07-29,9,2014,31,7,Summer,2,14,1671,812,854
2014-07-30,6,2014,31,7,Summer,2,14,1672,446,448
2014-07-31,5,2014,31,7,Summer,2,14,1673,365,342
2014-08-01,3,2014,31,8,Summer,2,14,1674,245,252
2014-08-02,5,2014,31,8,Summer,2,14,1675,365,395
2014-08-03,2,2014,31,8,Summer,2,14,1676,200,218
2014-08-04,9,2014,32,8,Summer,2,14,1677,812,795
2014-08-05,4,2014,32,8,Summer,2,14,1678,299,284
2014-08-06,4,2014,32,8,Summer,2,14,1679,299,298
2014-08-07,8,2014,32,8,Summer,2,14,1680,665,660
2014-08-08,5,2014,32,8,Summer,2,14,1681,365,354
2014-08-09,5,2014,32,8,Summer,2,14,1682,365,350
2014-08-10,4,2014,32,8,Summer,2,14,1683,299,294
2014-08-11,5,2014,33,8,Summer,2,14,1684,365,390
2014-08-12,5,2014,33,8,Summer,2,14,1685,365,343
2014-08-13,4,2014,33,8,Summer,2,14,1686,299,285
2014-08-14,4,2014,33,8,Summer,2,14,1687,299,308
2014-08-15,3,2014,33,8,Summer,2,14,1688,245,240
2014-08-16,5,2014,33,8,Summer,2,14,1689,365,338
2014-08-17,3,2014,33,8,Summer,2,14,1690,245,225
2014-08-18,9,2014,34,8,Summer,2,14,1691,812,829
2014-08-19,1,2014,34,8,Summer,2,14,1692,164,150
2014-08-20,3,2014,34,8,Summer,2,14,1693,245,237
2014-08-21,5,2014,34,8,Summer,2,14,1694,365,350
2014-08-22,5,2014,34,8,Summer,2,14,1695,365,330
2014-08-23,3,2014,34,8,Summer,2,14,1696,245,275
2014-08-24,1,2014,34,8,Summer,2,14,1697,164,188
2014-08-25,5,2014,35,8,Summer,2,14,1698,365,352
2014-08-26,2,2014,35,8,Summer,2,14,1699,200,212
2014-08-27,4,2014,35,8,Summer,2,14,1700,299,269
2014-08-28,5,2014,35,8,Summer,2,14,1701,365,403
2014-08-29,8,2014,35,8,Summer,2,14,1702,665,671
2014-08-30,6,2014,35,8,Summer,2,14,1703,446,480
2014-08-31,7,2014,35,8,Summer,2,14,1704,545,538
2014-09-01,4,2014,36,9,Autumn,0,14,1705,40,36
2014-09-02,6,2014,36,9,Autumn,0,14,1706,60,57
2014-09-03,7,2014,36,9,Autumn,0,14,1707,74,79
2014-09-04,7,2014,36,9,Autumn,0,14,1708,74,67
2014-09-05,4,2014,36,9,Autumn,0,14,1709,40,41
2014-09-06,6,2014,36,9,Autumn,0,14,1710,60,67
2014-09-07,4,2014,36,9,Autumn,0,14,1711,40,35
2014-09-08,3,2014,37,9,Autumn,0,14,1712,33,35
2014-09-09,8,2014,37,9,Autumn,0,14,1713,90,101
2014-09-10,8,2014,37,9,Autumn,0,14,1714,90,100
2014-09-11,4,2014,37,9,Autumn,0,14,1715,40,47
2014-09-12,6,2014,37,9,Autumn,0,14,1716,60,58
2014-09-13,2,2014,37,9,Autumn,0,14,1717,27,32
2014-09-14,3,2014,37,9,Autumn,0,14,1718,33,31
2014-09-15,5,2014,38,9,Autumn,0,14,1719,49,64
2014-09-16,6,2014,38,9,Autumn,0,14,1720,60,65
2014-09-17,8,2014,38,9,Autumn,0,14,1721,90,103
2014-09-18,4,2014,38,9,Autumn,0,14,1722,40,36
2014-09-19,9,2014,38,9,Autumn,0,14,1723,110,116
2014-09-20,6,2014,38,9,Autumn,0,14,1724,60,67
2014-09-21,3,2014,38,9,Autumn,0,14,1725,33,27
2014-09-22,3,2014,39,9,Autumn,0,14,1726,33,24
2014-09-23,6,2014,39,9,Autumn,0,14,1727,60,63
2014-09-24,5,2014,39,9,Autumn,0,14,1728,49,47
2014-09-25,3,2014,39,9,Autumn,0,14,1729,33,34
2014-09-26,0,2014,39,9,Autumn,0,14,1730,18,21
2014-09-27,4,2014,39,9,Autumn,0,14,1731,40,40
2014-09-28,5,2014,39,9,Autumn,0,14,1732,49,39
2014-09-29,7,2014,40,9,Autumn,0,14,1733,74,63
2014-09-30,8,2014,40,9,Autumn,0,14,1734,90,81
2014-10-01,4,2014,40,10,Autumn,0,14,1735,40,46
2014-10-02,4,2014,40,10,Autumn,0,14,1736,40,40
2014-10-03,3,2014,40,10,Autumn,0,14,1737,33,32
2014-10-04,3,2014,40,10,Autumn,0,14,1738,33,37
2014-10-05,6,2014,40,10,Autumn,0,14,1739,60,53
2014-10-06,4,2014,41,10,Autumn,0,14,1740,40,45
2014-10-07,5,2014,41,10,Autumn,0,14,1741,49,53
2014-10-08,3,2014,41,10,Autumn,0,14,1742,33,37
2014-10-09,6,2014,41,10,Autumn,0,14,1743,60,57
2014-10-10,6,2014,41,10,Autumn,0,14,1744,60,48
2014-10-11,4,2014,41,10,Autumn,0,14,1745,40,40
2014-10-12,8,2014,41,10,Autumn,0,14,1746,90,86
2014-10-13,2,2014,42,10,Autumn,0,14,1747,27,11
2014-10-14,3,2014,42,10,Autumn,0,14,1748,33,25
2014-10-15,2,2014,42,10,Autumn,0,14,1749,27,23
2014-10-16,4,2014,42,10,Autumn,0,14,1750,40,52
2014-10-17,5,2014,42,10,Autumn,0,14,1751,49,58
2014-10-18,2,2014,42,10,Autumn,0,14,1752,27,30
2014-10-19,11,2014,42,10,Autumn,0,14,1753,164,146
2014-10-20,4,2014,43,10,Autumn,0,14,1754,40,36
2014-10-21,5,2014,43,10,Autumn,0,14,1755,49,46
2014-10-22,6,2014,43,10,Autumn,0,14,1756,60,62
2014-10-23,1,2014,43,10,Autumn,0,14,1757,22,18
2014-10-24,7,2014,43,10,Autumn,0,14,1758,74,76
2014-10-25,9,2014,43,10,Autumn,0,14,1759,110,91
2014-10-26,6,2014,43,10,Autumn,0,14,1760,60,50
2014-10-27,1,2014,44,10,Autumn,0,14,1761,22,20
2014-10-28,3,2014,44,10,Autumn,0,14,1762,33,34
2014-10-29,5,2014,44,10,Autumn,0,14,1763,49,38
2014-10-30,7,2014,44,10,Autumn,0,14,1764,74,73
2014-10-31,5,2014,44,10,Autumn,0,14,1765,49,56
2014-11-01,4,2014,44,11,Autumn,0,14,1766,40,47
2014-11-02,4,2014,44,11,Autumn,0,14,1767,40,49
2014-11-03,7,2014,45,11,Autumn,0,14,1768,74,78
2014-11-04,5,2014,45,11,Autumn,0,14,1769,49,48
2014-11-05,8,2014,45,11,Autumn,0,14,1770,90,105
2014-11-06,8,2014,45,11,Autumn,0,14,1771,90,83
2014-11-07,9,2014,45,11,Autumn,0,14,1772,110,121
2014-11-08,2,2014,45,11,Autumn,0,14,1773,27,21
2014-11-09,6,2014,45,11,Autumn,0,14,1774,60,81
2014-11-10,5,2014,46,11,Autumn,0,14,1775,49,41
2014-11-11,4,2014,46,11,Autumn,0,14,1776,40,40
2014-11-12,4,2014,46,11,Autumn,0,14,1777,40,33
2014-11-13,2,2014,46,11,Autumn,0,14,1778,27,20
2014-11-14,3,2014,46,11,Autumn,0,14,1779,33,30
2014-11-15,6,2014,46,11,Autumn,0,14,1780,60,56
2014-11-16,8,2014,46,11,Autumn,0,14,1781,90,86
2014-11-17,1,2014,47,11,Autumn,0,14,1782,22,23
2014-11-18,7,2014,47,11,Autumn,0,14,1783,74,83
2014-11-19,6,2014,47,11,Autumn,0,14,1784,60,63
2014-11-20,3,2014,47,11,Autumn,0,14,1785,33,24
2014-11-21,4,2014,47,11,Autumn,0,14,1786,40,37
2014-11-22,6,2014,47,11,Autumn,0,14,1787,60,67
2014-11-23,3,2014,47,11,Autumn,0,14,1788,33,29
2014-11-24,5,2014,48,11,Autumn,0,14,1789,49,57
2014-11-25,5,2014,48,11,Autumn,0,14,1790,49,45
2014-11-26,2,2014,48,11,Autumn,0,14,1791,27,38
2014-11-27,6,2014,48,11,Autumn,0,14,1792,60,71
2014-11-28,2,2014,48,11,Autumn,0,14,1793,27,25
2014-11-29,5,2014,48,11,Autumn,0,14,1794,49,38
2014-11-30,7,2014,48,11,Autumn,0,14,1795,74,69
2014-12-01,2,2014,49,12,Winter,0,14,1796,27,31
2014-12-02,1,2014,49,12,Winter,0,14,1797,22,23
2014-12-03,1,2014,49,12,Winter,0,14,1798,22,21
2014-12-04,5,2014,49,12,Winter,0,14,1799,49,37
2014-12-05,2,2014,49,12,Winter,0,14,1800,27,30
2014-12-06,3,2014,49,12,Winter,0,14,1801,33,30
2014-12-07,5,2014,49,12,Winter,0,14,1802,49,47
2014-12-08,7,2014,50,12,Winter,0,14,1803,74,75
2014-12-09,10,2014,50,12,Winter,0,14,1804,134,132
2014-12-10,6,2014,50,12,Winter,0,14,1805,60,63
2014-12-11,5,2014,50,12,Winter,0,14,1806,49,47
2014-12-12,5,2014,50,12,Winter,0,14,1807,49,56
2014-12-13,2,2014,50,12,Winter,0,14,1808,27,28
2014-12-14,2,2014,50,12,Winter,0,14,1809,27,28
2014-12-15,3,2014,51,12,Winter,0,14,1810,33,32
2014-12-16,6,2014,51,12,Winter,0,14,1811,60,59
2014-12-17,5,2014,51,12,Winter,0,14,1812,49,50
2014-12-18,4,2014,51,12,Winter,0,14,1813,40,43
2014-12-19,4,2014,51,12,Winter,0,14,1814,40,51
2014-12-20,4,2014,51,12,Winter,0,14,1815,40,38
